,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-1.11986522686,-0.0937324571892,1.05224316013,0.0992279509061
1,-1.19325803556,-0.00754959328454,1.1451553891,-0.0859974374748
2,-1.15041327631,-0.0477860753258,1.1906321636,0.0430670286941
3,-1.11587537405,0.0954793085777,1.06734327885,-0.0315823017145
4,-1.02877227977,-0.0141950310594,1.16477252066,0.0530528601323
5,-1.16133426367,0.0420680842445,1.09375949338,0.0188608411636
6,-1.10376967892,-0.00975691041732,1.06686586131,0.0913106987356
7,-1.19963395364,-0.0450859116857,1.1037663922,0.0995669382652
8,-1.08858688205,-0.0819889158059,1.03273995123,0.00523066723036
9,-1.03359349488,0.052660063659,1.19840187106,-0.0630203799421
10,-1.03933626647,0.0809586048952,1.0451523004,-0.0588933456794
11,-1.01191478084,-0.0799916043612,1.06051452108,0.0480852927783
12,-1.17797408462,-0.0920669468022,1.00512106626,0.0240948567246
13,-1.18759763185,0.0129931484117,1.12696130877,0.0433447183123
14,-1.09401000886,-0.0194226379831,1.1806498329,-0.0814748983086
15,-1.11699568441,-0.013859580546,1.18086713591,0.0480741041012
16,-1.18450785733,-0.0651993417278,1.0250714195,0.0606299018505
17,-1.19059370564,0.0765240078273,1.09180540107,0.0671807887337
18,-1.03914061985,0.0971880256796,1.0513826909,-0.0938237922852
19,-1.11115073624,0.00461486207529,1.14927459966,0.0856541565127
