,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-0.989586181105,0.0942862845649,0.81164794614,-0.085645895545
1,-0.961990742849,0.0932264820392,0.82354507269,0.0419492078167
2,-0.85727299073,0.0713525659517,0.95263423988,0.0497670708244
3,-0.852062010811,0.00591096866388,0.813560437619,0.0956196747356
4,-0.970112093227,-0.0850120325027,0.892265009101,-0.0913780204867
5,-0.992325368626,-0.0978827617373,0.916175214604,-0.0845121667924
6,-0.860224181131,-0.0718768978989,0.943925608146,0.0711826238907
7,-0.931623515228,-0.0846503628125,0.844196534232,0.0990213801469
8,-0.85041938136,0.0272444929926,0.895202398868,0.0746367276106
9,-0.865031146131,-0.0595131031376,0.912753390668,-0.0946793608799
10,-0.884338906741,0.0601498547937,0.941533000797,-0.0535739299176
11,-0.985342558271,-0.0187381098468,0.926745019694,0.0585271918555
12,-0.826659182127,-0.0110496096721,0.851298877128,-0.0765548325131
13,-0.984144462411,0.0843131972307,0.996000576848,-0.097186228381
14,-0.817999695107,0.0355245600071,0.993408100185,-0.0225951502874
15,-0.820908847722,0.0315629076841,0.925530154712,0.0944684859563
16,-0.852883123069,-0.0826312654085,0.863044491431,0.0909880725936
17,-0.804136649175,-0.0842759777382,0.878842959529,0.00943804794324
18,-0.914834312766,0.0287715031243,0.984608060026,-0.0538433505416
19,-0.842339264866,-0.0588149120294,0.940711143511,0.0714464325179
