,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-0.911328516887,0.0293134326758,0.97668574958,-0.0269191261422
1,-1.08184518575,-0.0514856390513,1.01499857119,-0.011687780311
2,-0.987847246054,-0.0998043155971,1.05852968458,0.00963072761453
3,-0.901253669707,0.00193037462979,1.01110841451,-0.0874644838079
4,-0.914712012638,-0.0137447457519,0.986768104347,0.00210058531137
5,-1.07913945858,0.0593609541791,1.09548847759,-0.0908868955314
6,-1.00514995704,0.0252181398278,0.906443022808,0.0945669154372
7,-1.03802138831,0.011853211973,1.05137778548,0.094818580004
8,-0.918978614949,0.0774701173162,0.952531815239,-0.0790482912334
9,-0.914521194874,0.0122212920886,1.08253951769,-0.00275991723291
10,-1.0057988999,0.00848250145989,0.954127000931,0.067659506645
11,-0.980494358356,-0.0946819787776,0.997573821853,0.094548333955
12,-0.952328293618,-0.0402657955383,0.992546577052,0.0271041937883
13,-1.07194393269,0.0140638495582,0.912407507513,0.0590340501419
14,-1.09861875943,-0.0740549866483,1.04089665505,0.0471370394135
15,-1.00447082878,-0.0269338753919,0.989061236178,0.0203650269754
16,-1.07715105204,0.0160433444732,0.967424210034,0.0320958893956
17,-1.06578032638,0.0216763485866,1.01322039692,0.0468295664182
18,-0.946881890831,-0.0819685923856,0.942187045586,-0.030684150167
19,-0.986842199874,-0.0999198583886,1.00527172424,-0.0454013499427
