,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-0.774654756762,0.000513170121545,0.688081455958,0.0372977823747
1,-0.709326193194,0.095751044482,0.687178104262,0.0148954925443
2,-0.682754687575,-0.0939030361226,0.684908910069,0.0211742149473
3,-0.611374453435,0.0912464475031,0.683596188553,0.011194748365
4,-0.660297863392,0.0789478087081,0.67841956292,-0.0239104682225
5,-0.679114466317,0.045127173752,0.607046051089,0.0606328953745
6,-0.631891767205,-0.0140571132968,0.672368909086,0.0946240335744
7,-0.79694070162,-0.0883092661208,0.6494732053,-0.0882802077175
8,-0.769984560214,-0.0927100742186,0.724376843504,0.0274334375977
9,-0.731043900554,0.0104856644565,0.766278346141,-0.0189142364923
10,-0.645383976699,0.0882951600223,0.679739165332,0.0345930505484
11,-0.642890879231,-0.0776465399175,0.639389303236,0.0946630289804
12,-0.67004527748,0.0308570870518,0.679931197573,-0.00127973390868
13,-0.6302001126,0.0371292538739,0.629605132434,0.0893467085431
14,-0.602107417557,0.0627037230186,0.629948565646,0.0313662645013
15,-0.753546815836,0.0229289909026,0.769106277262,0.0676024813921
16,-0.681320575695,0.0904281465004,0.610365220174,-0.0619302979427
17,-0.753426923574,-0.00522179958176,0.607354657826,0.0269583363709
18,-0.717484479617,0.0526163917277,0.748984528283,0.0156847385418
19,-0.671128719111,-0.0825819766394,0.783051816355,0.0339727899498
